time,open,high,low,close,tick_volume,spread,real_volume
2026-08-03 08:30:00,4055.888,4061.044,4054.68,4059.287,4435,240,0
2026-08-03 09:00:00,4059.492,4062.082,4051.929,4052.669,4373,240,0
2026-08-03 09:30:00,4052.723,4058.074,4046.519,4055.394,5841,240,0
2026-08-03 10:00:00,4055.424,4057.213,4051.783,4053.244,4334,240,0
2026-08-03 10:30:00,4053.546,4053.751,4045.72,4049.499,4061,240,0
2026-08-03 11:00:00,4049.312,4052.956,4045.31,4048.602,4870,240,0
2026-08-03 11:30:00,4048.545,4063.233,4047.764,4062.616,5254,240,0
2026-08-03 12:00:00,4062.412,4064.718,4048.536,4050.873,6382,240,0
2026-08-03 12:30:00,4050.946,4052.959,4041.992,4047.494,6416,240,0
2026-08-03 13:00:00,4047.549,4053.734,4031.303,4034.067,11409,240,0
2026-08-03 13:30:00,4034.018,4035.616,4018.888,4032.326,13489,240,0
2026-08-03 14:00:00,4032.385,4036.289,4026.48,4032.558,9161,240,0
2026-08-03 14:30:00,4032.507,4039.287,4031.788,4036.401,6281,240,0
2026-08-03 15:00:00,4036.307,4038.498,4030.248,4032.576,6665,240,0
2026-08-03 15:30:00,4032.689,4041.062,4030.924,4036.104,5070,240,0
2026-08-03 16:00:00,4036.209,4038.63,4034.644,4037.069,3517,240,0
2026-08-03 16:30:00,4037.02,4039.411,4035.425,4037.045,3254,240,0
2026-08-03 17:00:00,4037.094,4037.908,4033.234,4034.278,3407,240,0
2026-08-03 17:30:00,4034.475,4037.0,4030.177,4030.624,2772,240,0
2026-08-03 18:00:00,4030.619,4038.903,4029.475,4037.821,3488,240,0
2026-08-03 18:30:00,4037.77,4045.122,4036.377,4043.333,3001,240,0
2026-08-03 19:00:00,4043.382,4054.316,4043.382,4053.046,3739,240,0
2026-08-03 19:30:00,4053.112,4055.836,4051.602,4052.12,3536,240,0
2026-08-03 20:00:00,4052.182,4056.105,4050.125,4054.158,2086,240,0
2026-08-03 20:30:00,4054.228,4058.237,4053.652,4055.037,2009,240,0
2026-08-03 22:00:00,4052.997,4054.598,4049.213,4052.025,1754,240,0
2026-08-03 22:30:00,4051.911,4053.619,4051.169,4052.714,1718,240,0
2026-08-03 23:00:00,4052.68,4055.153,4050.182,4051.599,2308,240,0
2026-08-03 23:30:00,4051.855,4053.969,4050.973,4053.762,2002,240,0
2026-08-04 00:00:00,4053.703,4069.413,4052.98,4059.124,5911,240,0
2026-08-04 00:30:00,4059.197,4060.857,4048.563,4049.279,4568,240,0
2026-08-04 01:00:00,4049.169,4052.492,4042.403,4049.074,8042,240,0
2026-08-04 01:30:00,4049.082,4061.918,4048.295,4058.506,6772,240,0
2026-08-04 02:00:00,4058.819,4061.163,4055.755,4056.867,4727,240,0
2026-08-04 02:30:00,4056.706,4065.142,4055.478,4058.943,4818,240,0
2026-08-04 03:00:00,4058.89,4061.697,4056.489,4057.92,3821,240,0
2026-08-04 03:30:00,4058.015,4058.755,4051.991,4052.572,3345,240,0
2026-08-04 04:00:00,4052.599,4061.699,4051.08,4061.284,3094,240,0
2026-08-04 04:30:00,4061.31,4066.369,4060.407,4063.659,2986,240,0
2026-08-04 05:00:00,4063.709,4064.724,4057.04,4063.237,3253,240,0
2026-08-04 05:30:00,4063.335,4067.691,4058.624,4062.008,5048,240,0
2026-08-04 06:00:00,4061.948,4066.313,4059.637,4059.946,4551,240,0
2026-08-04 06:30:00,4059.968,4063.814,4055.605,4063.163,3873,240,0
2026-08-04 07:00:00,4063.388,4065.777,4060.785,4063.104,4317,240,0
2026-08-04 07:30:00,4063.053,4066.868,4061.305,4065.33,3571,240,0
2026-08-04 08:00:00,4065.377,4072.889,4060.378,4063.244,4986,240,0
2026-08-04 08:30:00,4063.191,4064.512,4054.297,4055.172,4728,240,0
2026-08-04 09:00:00,4055.063,4055.539,4048.522,4050.474,4205,240,0
2026-08-04 09:30:00,4050.382,4051.496,4046.113,4049.577,3525,240,0
2026-08-04 10:00:00,4049.616,4050.034,4045.436,4049.085,2850,240,0
2026-08-04 10:30:00,4049.246,4060.73,4046.534,4053.912,7732,240,0
2026-08-04 11:00:00,4053.963,4061.025,4052.339,4060.694,4908,240,0
2026-08-04 11:30:00,4060.745,4084.33,4059.729,4074.91,12206,240,0
2026-08-04 12:00:00,4074.978,4076.053,4060.834,4067.987,8710,240,0
2026-08-04 12:30:00,4068.03,4084.49,4068.03,4070.716,8446,240,0
2026-08-04 13:00:00,4070.851,4091.452,4060.997,4078.588,13887,240,0
2026-08-04 13:30:00,4078.395,4094.016,4075.941,4084.043,14817,240,0
2026-08-04 14:00:00,4084.289,4091.917,4080.71,4083.74,9244,240,0
2026-08-04 14:30:00,4083.977,4086.705,4074.189,4083.453,10061,240,0
2026-08-04 15:00:00,4083.692,4085.626,4074.667,4078.262,6924,240,0
2026-08-04 15:30:00,4078.373,4088.883,4076.679,4087.372,7574,240,0
2026-08-04 16:00:00,4087.492,4089.839,4082.922,4087.74,4821,240,0
2026-08-04 16:30:00,4087.434,4093.66,4084.817,4093.114,4016,240,0
2026-08-04 17:00:00,4093.381,4106.485,4092.286,4094.789,6732,240,0
2026-08-04 17:30:00,4094.729,4096.571,4086.123,4086.146,4211,240,0
2026-08-04 18:00:00,4086.091,4088.979,4084.341,4084.57,4325,240,0
2026-08-04 18:30:00,4084.714,4085.758,4075.032,4079.986,4153,240,0
2026-08-04 19:00:00,4079.678,4084.709,4078.608,4080.148,3671,240,0
2026-08-04 19:30:00,4080.068,4082.593,4076.377,4078.709,3198,240,0
2026-08-04 20:00:00,4078.597,4080.45,4074.514,4075.498,2993,240,0
2026-08-04 20:30:00,4075.445,4078.518,4075.328,4078.007,2152,240,0
2026-08-04 22:00:00,4078.012,4079.967,4075.754,4079.648,1907,240,0
2026-08-04 22:30:00,4079.873,4085.734,4075.608,4075.801,2727,240,0
2026-08-04 23:00:00,4075.947,4077.175,4065.404,4067.292,3751,240,0
2026-08-04 23:30:00,4067.292,4073.725,4065.835,4072.308,2355,240,0
2026-08-05 00:00:00,4072.356,4078.839,4070.293,4078.548,4225,240,0
2026-08-05 00:30:00,4078.507,4083.512,4077.622,4082.622,3659,240,0
2026-08-05 01:00:00,4082.43,4088.824,4077.53,4084.522,8158,240,0
2026-08-05 01:30:00,4084.473,4102.711,4080.087,4101.218,6132,240,0
