time,open,high,low,close,tick_volume,spread,real_volume
2026-07-14 12:00:00,4030.963,4103.23,4023.251,4066.391,122861,160,0
2026-07-14 16:00:00,4066.449,4067.193,4042.673,4055.864,44250,240,0
2026-07-14 20:00:00,4055.931,4056.477,4046.63,4053.123,13333,240,0
2026-07-15 00:00:00,4052.928,4062.03,4027.823,4031.271,48619,240,0
2026-07-15 04:00:00,4031.32,4036.556,4019.593,4024.547,40156,240,0
2026-07-15 08:00:00,4024.346,4040.415,4017.3,4038.347,36760,240,0
2026-07-15 12:00:00,4038.189,4074.262,4035.883,4046.92,74464,240,0
2026-07-15 16:00:00,4046.871,4081.502,4026.676,4056.879,58542,240,0
2026-07-15 20:00:00,4056.759,4065.921,4055.013,4057.9,13639,240,0
2026-07-16 00:00:00,4057.751,4061.333,4024.019,4036.075,49259,240,0
2026-07-16 04:00:00,4036.13,4038.019,4022.802,4030.518,40713,240,0
2026-07-16 08:00:00,4030.396,4042.398,4021.084,4038.504,36899,240,0
2026-07-16 12:00:00,4038.559,4043.418,3973.48,4006.811,107048,240,0
2026-07-16 16:00:00,4006.932,4007.811,3969.111,3979.814,52224,240,0
2026-07-16 20:00:00,3979.966,3986.422,3971.698,3985.782,14321,240,0
2026-07-17 00:00:00,3985.83,4008.965,3970.41,3991.236,63269,240,0
2026-07-17 04:00:00,3991.38,4007.234,3975.118,3992.803,53852,240,0
2026-07-17 08:00:00,3992.755,4002.532,3987.611,3993.888,41781,240,0
2026-07-17 12:00:00,3994.086,4021.235,3959.36,4018.98,104308,240,0
2026-07-17 16:00:00,4019.037,4023.877,4002.157,4015.381,41059,240,0
2026-07-17 20:00:00,4015.255,4018.748,4008.594,4017.576,5327,240,0
2026-07-19 20:00:00,4000.132,4002.918,3989.212,3995.373,14090,240,0
2026-07-20 00:00:00,3995.614,4028.865,3982.455,4024.205,70867,240,0
2026-07-20 04:00:00,4024.155,4026.761,4001.91,4017.415,42441,240,0
2026-07-20 08:00:00,4017.09,4040.714,4014.674,4025.3,44743,240,0
2026-07-20 12:00:00,4025.235,4025.235,3998.154,4011.869,68469,240,0
2026-07-20 16:00:00,4011.819,4018.486,4001.384,4006.958,36304,240,0
2026-07-20 20:00:00,4007.059,4010.756,3999.761,4009.702,16405,240,0
2026-07-21 00:00:00,4009.889,4051.732,4003.81,4046.793,58402,240,0
2026-07-21 04:00:00,4046.906,4084.27,4043.559,4071.362,38775,240,0
2026-07-21 08:00:00,4071.292,4072.569,4054.285,4056.103,33412,240,0
2026-07-21 12:00:00,4055.903,4083.588,4044.474,4074.259,63901,240,0
2026-07-21 16:00:00,4074.187,4087.492,4066.682,4084.516,27088,240,0
2026-07-21 20:00:00,4084.467,4086.344,4076.69,4080.51,12345,240,0
2026-07-22 00:00:00,4080.711,4141.747,4076.633,4130.926,58304,240,0
2026-07-22 04:00:00,4130.873,4135.218,4109.268,4110.524,40080,240,0
2026-07-22 08:00:00,4110.471,4123.12,4110.471,4122.429,34364,240,0
2026-07-22 12:00:00,4122.452,4166.005,4106.217,4159.285,65641,240,0
2026-07-22 16:00:00,4159.181,4159.56,4128.885,4131.685,32938,240,0
2026-07-22 20:00:00,4131.577,4137.755,4115.698,4133.267,23561,240,0
2026-07-23 00:00:00,4133.319,4140.985,4112.176,4124.693,54481,240,0
2026-07-23 04:00:00,4124.686,4130.602,4089.938,4095.526,44289,240,0
2026-07-23 08:00:00,4095.477,4099.332,4072.706,4085.749,46342,240,0
2026-07-23 12:00:00,4085.697,4086.08,4039.957,4048.534,96468,240,0
2026-07-23 16:00:00,4048.65,4054.635,4040.54,4049.891,35080,240,0
2026-07-23 20:00:00,4049.956,4051.215,4046.515,4047.068,11165,240,0
2026-07-24 00:00:00,4047.145,4050.828,4022.985,4029.371,44091,240,0
2026-07-24 04:00:00,4029.311,4053.763,4021.844,4048.339,36996,240,0
2026-07-24 08:00:00,4048.216,4063.95,4045.06,4057.666,28767,240,0
2026-07-24 12:00:00,4057.637,4082.082,4044.518,4077.462,64758,240,0
2026-07-24 16:00:00,4077.288,4078.188,4049.084,4053.557,31621,240,0
2026-07-24 20:00:00,4053.667,4056.161,4051.68,4052.932,4184,240,0
2026-07-26 20:00:00,4091.771,4096.553,4083.583,4094.171,10981,240,0
2026-07-27 00:00:00,4094.295,4116.17,4085.2,4090.842,55289,240,0
2026-07-27 04:00:00,4090.894,4106.041,4084.35,4088.908,35953,240,0
2026-07-27 08:00:00,4088.963,4104.158,4086.293,4093.779,35236,240,0
2026-07-27 12:00:00,4094.04,4097.762,4065.168,4078.608,74758,240,0
2026-07-27 16:00:00,4078.513,4093.855,4070.623,4083.208,38357,240,0
2026-07-27 20:00:00,4083.47,4084.154,4069.881,4073.195,11794,240,0
2026-07-28 00:00:00,4073.146,4074.231,4040.193,4049.236,51328,240,0
2026-07-28 04:00:00,4049.189,4052.374,4034.702,4047.255,35504,240,0
2026-07-28 08:00:00,4047.473,4055.264,4016.83,4028.003,48338,240,0
2026-07-28 12:00:00,4027.906,4047.066,4011.292,4045.973,74720,240,0
2026-07-28 16:00:00,4046.281,4046.658,4021.657,4026.526,31648,240,0
2026-07-28 20:00:00,4026.217,4030.435,4013.921,4025.098,16442,240,0
2026-07-29 00:00:00,4024.898,4038.01,4009.998,4023.703,57554,240,0
2026-07-29 04:00:00,4023.756,4047.775,4020.499,4043.882,36295,240,0
2026-07-29 08:00:00,4043.832,4044.457,4024.797,4032.616,28345,240,0
2026-07-29 12:00:00,4032.665,4033.541,3995.836,4009.906,71760,240,0
2026-07-29 16:00:00,4009.736,4116.481,4007.483,4044.721,150689,240,0
2026-07-29 20:00:00,4044.842,4100.315,4042.467,4084.754,37344,240,0
2026-07-30 00:00:00,4084.555,4092.937,4050.672,4058.764,76836,240,0
2026-07-30 04:00:00,4058.961,4060.247,4028.42,4038.861,61789,240,0
2026-07-30 08:00:00,4038.607,4083.026,4036.54,4077.586,60528,240,0
2026-07-30 12:00:00,4077.481,4120.412,4064.935,4107.999,127773,240,0
2026-07-30 16:00:00,4107.945,4119.338,4098.611,4112.162,38458,240,0
2026-07-30 20:00:00,4112.217,4117.495,4098.986,4105.791,17498,240,0
2026-07-31 00:00:00,4105.694,4107.253,4071.879,4075.036,42025,240,0
2026-07-31 04:00:00,4075.041,4087.471,4067.245,4067.807,32621,240,0
2026-07-31 08:00:00,4067.747,4067.814,4050.008,4053.731,37863,240,0
2026-07-31 12:00:00,4053.727,4059.501,4020.875,4045.566,76745,240,0
2026-07-31 16:00:00,4045.512,4055.681,4041.008,4051.051,34347,240,0
2026-07-31 20:00:00,4050.941,4053.015,4042.889,4043.812,11789,240,0
2026-08-02 20:00:00,4073.04,4079.393,4063.069,4074.778,13975,240,0
2026-08-03 00:00:00,4074.839,4079.02,4047.121,4064.884,60298,240,0
2026-08-03 04:00:00,4064.962,4072.089,4051.937,4060.835,41911,240,0
2026-08-03 08:00:00,4061.151,4063.233,4045.31,4062.616,37996,240,0
2026-08-03 12:00:00,4062.412,4064.718,4018.888,4036.104,64873,240,0
2026-08-03 16:00:00,4036.209,4055.836,4029.475,4052.12,26714,240,0
2026-08-03 20:00:00,4052.182,4058.237,4049.213,4053.762,11877,240,0
2026-08-04 00:00:00,4053.703,4069.413,4042.403,4052.572,42004,240,0
2026-08-04 04:00:00,4052.599,4067.691,4051.08,4065.33,30693,240,0
2026-08-04 08:00:00,4065.377,4084.33,4045.436,4074.91,45140,240,0
2026-08-04 12:00:00,4074.978,4094.016,4060.834,4087.372,79663,240,0
2026-08-04 16:00:00,4087.492,4106.485,4075.032,4078.709,35127,240,0
2026-08-04 20:00:00,4078.597,4085.734,4065.404,4072.308,15885,240,0
2026-08-05 00:00:00,4072.356,4136.519,4070.293,4128.383,52302,240,0
