time,open,high,low,close,tick_volume,spread,real_volume
2026-07-30 05:00:00,4046.19,4051.308,4028.42,4033.807,19380,240,0
2026-07-30 06:00:00,4033.753,4040.509,4029.196,4036.757,16625,240,0
2026-07-30 07:00:00,4036.743,4051.261,4035.28,4038.861,16233,240,0
2026-07-30 08:00:00,4038.607,4072.937,4036.54,4061.296,19248,240,0
2026-07-30 09:00:00,4061.607,4073.172,4060.198,4063.442,13868,240,0
2026-07-30 10:00:00,4063.515,4083.026,4062.835,4078.252,16308,240,0
2026-07-30 11:00:00,4078.081,4082.804,4075.614,4077.586,11104,240,0
2026-07-30 12:00:00,4077.481,4086.886,4067.032,4068.753,20356,240,0
2026-07-30 13:00:00,4068.904,4112.606,4064.935,4112.167,43390,240,0
2026-07-30 14:00:00,4112.231,4120.412,4087.119,4099.896,40440,240,0
2026-07-30 15:00:00,4099.949,4110.034,4082.954,4107.999,23587,240,0
2026-07-30 16:00:00,4107.945,4119.338,4106.526,4110.839,11389,240,0
2026-07-30 17:00:00,4110.778,4111.35,4098.611,4102.45,10968,240,0
2026-07-30 18:00:00,4102.645,4107.891,4098.693,4099.622,7663,240,0
2026-07-30 19:00:00,4099.567,4115.484,4098.705,4112.162,8438,240,0
2026-07-30 20:00:00,4112.217,4117.495,4098.986,4103.046,8153,240,0
2026-07-30 22:00:00,4105.237,4111.15,4102.494,4109.252,4361,240,0
2026-07-30 23:00:00,4109.283,4111.824,4102.113,4105.791,4984,240,0
2026-07-31 00:00:00,4105.694,4107.253,4090.439,4094.826,10160,240,0
2026-07-31 01:00:00,4094.557,4101.625,4081.949,4084.097,14552,240,0
2026-07-31 02:00:00,4084.288,4090.533,4074.038,4076.248,9356,240,0
2026-07-31 03:00:00,4076.182,4079.485,4071.879,4075.036,7957,240,0
2026-07-31 04:00:00,4075.041,4081.415,4073.162,4080.041,5653,240,0
2026-07-31 05:00:00,4079.964,4083.363,4073.311,4074.537,7467,240,0
2026-07-31 06:00:00,4074.591,4087.471,4072.555,4077.703,10287,240,0
2026-07-31 07:00:00,4077.639,4079.15,4067.245,4067.807,9214,240,0
2026-07-31 08:00:00,4067.747,4067.814,4054.022,4061.034,12051,240,0
2026-07-31 09:00:00,4060.976,4063.926,4050.008,4054.953,9869,240,0
2026-07-31 10:00:00,4055.234,4058.414,4051.874,4054.311,6854,240,0
2026-07-31 11:00:00,4054.502,4061.152,4050.461,4053.731,9089,240,0
2026-07-31 12:00:00,4053.727,4059.501,4040.383,4040.92,12230,240,0
2026-07-31 13:00:00,4040.859,4046.895,4021.93,4025.546,26953,240,0
2026-07-31 14:00:00,4025.496,4050.369,4020.875,4049.051,20950,240,0
2026-07-31 15:00:00,4049.1,4052.773,4036.527,4045.566,16612,240,0
2026-07-31 16:00:00,4045.512,4049.985,4041.008,4043.364,9776,240,0
2026-07-31 17:00:00,4043.315,4054.775,4041.314,4053.505,10022,240,0
2026-07-31 18:00:00,4053.386,4055.062,4047.075,4050.618,7483,240,0
2026-07-31 19:00:00,4050.666,4055.681,4046.77,4051.051,7066,240,0
2026-07-31 20:00:00,4050.941,4053.015,4042.889,4043.812,11789,240,0
2026-08-02 22:00:00,4073.04,4079.393,4063.348,4063.914,7696,240,0
2026-08-02 23:00:00,4063.878,4074.909,4063.069,4074.778,6279,240,0
2026-08-03 00:00:00,4074.839,4079.02,4055.521,4057.169,17359,240,0
2026-08-03 01:00:00,4057.281,4063.675,4047.121,4056.384,20430,240,0
2026-08-03 02:00:00,4056.691,4067.098,4051.925,4062.231,12823,240,0
